,Item Name,CatalogNumber,SMILES,Rack Number,Plate Location
659,Vildagliptin (LAF-237),S3033,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N |r|,L1300-08,d6
660,Daunorubicin HCl (Daunomycin HCl),S3035,"Cl.[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(=O)C4=C(OC)C=CC=C4C3=O)C(O)=C12)C(C)=O |r,c:17,24,28,30,t:20,37|",L1300-08,e6
661,Pravastatin sodium,S3036,"[Na+].[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC([O-])=O)OC(=O)[C@@H](C)CC |r,c:6,9|",L1300-08,f6
662,Bepotastine Besilate,S3037,"OS(=O)(=O)C1=CC=CC=C1.OC(=O)CCCN1CCC(CC1)O[C@@H](C1=CC=C(Cl)C=C1)C1=NC=CC=C1 |r,c:6,8,30,35,37,t:4,25,27,33|",L1300-08,g6
663,Fosaprepitant dimeglumine,S3038,"CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(CC2=NN(C(=O)N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F |r,c:51,56,58,t:33,46,48,54|",L1300-08,h6
664,Rofecoxib (Vioxx),S3043,"CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1 |c:6,8,20,22,t:4,11,18|",L1300-08,a7
665,Cinepazide maleate,S3045,"OC(=O)\C=C/C(O)=O.COC1=CC(=CC(OC)=C1OC)\C=C\C(=O)N1CCN(CC(=O)N2CCCC2)CC1 |c:11,15,t:9|",L1300-08,b7
666,Azilsartan (TAK-536),S3046,"CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NC(=O)ON1 |c:7,12,20,22,27,29,t:3,5,18,25,32|",L1300-08,c7
667,Otilonium Bromide,S3047,"[Br-].CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC |c:11,13,21,23,t:9,19|",L1300-08,d7
668,Solifenacin succinate,S3048,"OC(=O)CCC(O)=O.[H][C@@]1(CN2CCC1CC2)OC(=O)N1CCC2=C(C=CC=C2)[C@@H]1C1=CC=CC=C1 |r,c:26,28,35,37,t:24,33|",L1300-08,e7
669,Azelnidipine,S3053,"CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1 |c:6,11,17,19,36,38,43,45,t:15,34,41|",L1300-08,f7
670,Alverine Citrate,S3054,"OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1 |c:20,22,30,32,t:18,28|",L1300-08,g7
671,Azilsartan Medoxomil (TAK-491),S3057,"CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NC(=O)ON1 |c:7,14,21,29,31,36,38,t:3,5,27,34,41|",L1300-08,h7
672,Medetomidine HCl,S3060,"Cl.CC(C1=CNC=N1)C1=C(C)C(C)=CC=C1 |c:5,8,12,14,t:2|",L1300-08,a8
673,Diclofenac Potassium,S3062,"[K+].[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl |c:6,8,12,15,17,t:4|",L1300-08,b8
674,Diclofenac Diethylamine,S3063,"CCNCC.OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl |c:10,12,16,19,21,t:8|",L1300-08,c8
675,Naloxone HCl,S3066,"Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@H](C4)[C@]1(O)CCC2=O |r,c:3,6,8|",L1300-08,d8
676,Caspofungin acetate,S3073,"CC(O)=O.CC(O)=O.[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](NCCN)NC(=O)[C@]1([H])[C@@H](O)CCN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN)NC(=O)CCCCCCCC[C@H](C)C[C@H](C)CC)[C@@H](C)O |r,c:63,t:58,60|",L1300-08,e8
677,Dexmedetomidine,S3075,"C[C@H](C1=CN=CN1)C1=CC=CC(C)=C1C |r,c:4,10,13,t:2,8|",L1300-08,f8
678,Beclomethasone dipropionate,S3078,"[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:36,t:32|",L1300-08,g8
679,Atovaquone (Atavaquone),S3079,"OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=C(C=CC=C2)C1=O |r,c:1,15,22,24,t:10,12,20|",L1300-08,h8
680,Etravirine (TMC125),S3080,"CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N |c:3,6,10,14,20,22,26,t:1,18|",L1300-08,a9
681,Ulipristal,S3081,"[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H] |r,c:16,18,24,30,t:14|",L1300-08,b9
682,Indacaterol Maleate,S3083,"OC(=O)\C=C/C(O)=O.CCC1=CC2=C(CC(C2)NC[C@H](O)C2=CC=C(O)C3=C2C=CC(=O)N3)C=C1CC |r,c:26,29,35,t:9,11,21,23|",L1300-08,c9
683,2-Thiouracil,S3100,O=C1NC(=S)NC=C1 |c:6|,L1300-08,d9
684,Moguisteine,S3104,"CCOC(=O)CC(=O)N1CCSC1COC1=CC=CC=C1OC |c:18,20,t:16|",L1300-08,e9
685,Nadifloxacin,S3105,"CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCC(O)CC1 |c:4,16,19,t:8|",L1300-08,f9
686,Pidotimod,S3106,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1 |r|,L1300-08,g9
687,Pyridoxine hydrochloride,S3113,"Cl.CC1=C(O)C(CO)=C(CO)C=N1 |c:1,10,t:6|",L1300-08,h9
688,Vitamin C (Ascorbic acid),S3114,"OC[C@H](O)[C@H]1OC(=O)C(O)=C1O |r,c:9|",L1300-08,a10
689,Sulfathiazole,S3116,"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1 |c:3,5,14,t:1,12|",L1300-08,b10
690,Oxybutynin chloride,S3117,"Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 |c:23,25,t:21|",L1300-08,c10
691,Ornidazole,S3121,"CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O |c:3,t:1|",L1300-08,d10
692,Dexamethasone acetate,S3124,"[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:31,t:27|",L1300-08,e10
693,Trimethoprim,S3129,"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC |c:11,14,18,t:2,6,8|",L1300-08,f10
694,Biotin (Vitamin B7),S3130,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2 |r|,L1300-08,g10
695,Sulfamerazine,S3132,"CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1 |c:13,15,17,t:1,8,10|",L1300-08,h10
696,Sulfamethazine,S3133,"CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1 |c:4,16,18,t:1,11,13|",L1300-08,a11
697,Sodium salicylate,S3137,"[Na].OC(=O)C1=CC=CC=C1O |c:5,7,t:3|",L1300-08,b11
698,Methylthiouracil,S3138,CC1=CC(=O)NC(=S)N1 |t:1|,L1300-08,c11
699,Methenamine (Mandelamine),S3139,C1N2CN3CN1CN(C2)C3,L1300-08,d11
700,Milnacipran HCl,S3140,"Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1 |r,c:15,17,t:13|",L1300-08,e11
701,Darifenacin HBr,S3144,"Br.NC(=O)C([C@@H]1CCN(CCC2=CC=C3OCCC3=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1 |r,c:18,25,27,32,34,t:10,12,23,30|",L1300-08,f11
702,Tripelennamine HCl,S3146,"Cl.CN(C)CCN(CC1=CC=CC=C1)C1=NC=CC=C1 |c:9,11,16,18,t:7,14|",L1300-08,g11
703,Entacapone,S3147,"CCN(CC)C(=O)C(\C#N)=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O |c:17,t:11,13|",L1300-08,h11
704,Estradiol valerate,S3149,"[H][C@@]12CC[C@H](OC(=O)CCCC)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H] |r,c:24,t:19,21|",L1300-09,a1
705,Articaine HCl,S3150,"Cl.CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC |c:12,t:9|",L1300-09,b1
706,Gliquidone,S3151,"COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O |c:4,6,19,21,t:2,17|",L1300-09,c1
707,Butenafine HCl,S3154,"Cl.CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=C2C=CC=CC2=CC=C1 |c:5,7,15,17,19,22,24,t:3|",L1300-09,d1
708,Mepivacaine HCl,S3155,"Cl.CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C |c:11,14,16|",L1300-09,e1
709,Ethynodiol diacetate,S3160,"[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H] |r,c:27|",L1300-09,f1
710,Sertaconazole nitrate,S3161,"O[N+]([O-])=O.ClC1=CC=C(C(CN2C=CN=C2)OCC2=CSC3=C(Cl)C=CC=C23)C(Cl)=C1 |c:11,13,21,24,31,t:4,6,18,26|",L1300-09,g1
711,Tylosin tartrate,S3162,"O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]1(C[C@@](C)(O)[C@@H](O)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)[C@H](O)[C@H]1N(C)C |r,t:39,42|",L1300-09,h1
712,Benztropine mesylate,S3163,"CS(O)(=O)=O.CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1 |r,c:19,21,26,28,t:17,24|",L1300-09,a2
713,Altrenogest,S3167,"[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H] |r,c:12,14,20|",L1300-09,b2
714,Ampicillin sodium,S3170,"[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C([O-])=O |r,c:20,22,t:18|",L1300-09,c2
715,Anagrelide HCl,S3172,"Cl.ClC1=CC=C2NC3=NC(=O)CN3CC2=C1Cl |c:15,t:1,3,6|",L1300-09,d2
716,Antipyrine,S3173,"CN1N(C(=O)C=C1C)C1=CC=CC=C1 |c:5,11,13,t:9|",L1300-09,e2
717,Atomoxetine HCl,S3175,"Cl.CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1 |r,c:8,10,16,18,t:6,14|",L1300-09,f2
718,Betahistine 2HCl,S3176,"Cl.Cl.CNCCC1=NC=CC=C1 |c:6,8,t:4|",L1300-09,g2
719,Brinzolamide,S3178,"CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O |r,c:14,17|",L1300-09,h2
720,Carbenicillin disodium,S3179,"[Na+].[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C([O-])=O)C1=CC=CC=C1)C([O-])=O |r,c:22,24,t:20|",L1300-09,a3
721,Flumequine,S3181,"CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2 |c:4,16,19,t:8|",L1300-09,b3
722,Amitriptyline HCl,S3183,"Cl.CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 |c:9,11,18,t:7,16,20|",L1300-09,c3
723,Adrenalone HCl,S3185,"Cl.CNCC(=O)C1=CC(O)=C(O)C=C1 |c:11,t:5,8|",L1300-09,d3
724,Azatadine dimaleate,S3186,"OC(=O)C=CC(O)=O.OC(=O)C=CC(O)=O.CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=CC=CN=C12 |c:25,27,34,t:23,32,36|",L1300-09,e3
725,"(+,-)-Octopamine HCl",S3188,"Cl.NCC(O)C1=CC=C(O)C=C1 |c:9,t:4,6|",L1300-09,f3
726,Ropinirole HCl,S3189,"Cl.CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2 |c:11,13,t:9|",L1300-09,g3
727,Azlocillin sodium salt,S3195,"[Na].CC1(C)SC2C(NC(=O)[C@H](NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O |r,c:22,24,t:20|",L1300-09,h3
728,Azacyclonol,S3196,"OC(C1CCNCC1)(C1=CC=CC=C1)C1=CC=CC=C1 |c:11,13,18,20,t:9,16|",L1300-09,a4
729,Reboxetine mesylate,S3199,"CS(O)(=O)=O.[H][C@@]1(CNCCO1)[C@H](OC1=C(OCC)C=CC=C1)C1=CC=CC=C1 |r,c:14,19,21,26,28,t:24|",L1300-09,b4
730,Triflusal,S3200,"CC(=O)OC1=CC(=CC=C1C(O)=O)C(F)(F)F |c:6,8,t:4|",L1300-09,c4
731,Trifluoperazine 2HCl,S3201,"Cl.Cl.CN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1 |c:11,13,17,20,22,t:9|",L1300-09,d4
732,Catharanthine,S3202,"[H][C@@]12C[N@]3CCC4=C(NC5=CC=CC=C45)[C@](C1)(C(=O)OC)[C@@]3([H])C(CC)=C2 |r,c:11,29,t:6,9,13|",L1300-09,e4
733,Meptazinol HCl,S3204,"Cl.CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1 |c:14,16,t:11|",L1300-09,f4
734,Fexofenadine HCl,S3208,"Cl.CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:8,10,29,31,36,38,t:6,27,34|",L1300-09,g4
735,Amidopyrine,S3209,"CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1 |c:3,14,16,t:12|",L1300-09,h4
736,Moclobemide,S3212,"ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1 |c:3,5,t:1|",L1300-09,a5
737,Pergolide mesylate,S4000,"CS(O)(=O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@@H](CSC)CN2CCC |r,c:10,13,15,t:7|",L1300-09,b5
738,Lithocholic acid,S4003,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C |r|,L1300-09,c5
739,Ethambutol HCl,S4004,Cl.Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO |r|,L1300-09,d5
740,Pentamidine,S4007,"Cl.Cl.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1 |c:16,18,24,t:3,5,14|",L1300-09,e5
741,Mirabegron (YM178),S4009,"NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1 |r,c:20,22,25,27,t:1,8,10,18|",L1300-09,f5
742,Acebutolol HCl,S4010,"Cl.CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1 |c:22,t:6,11|",L1300-09,g5
743,Ampiroxicam,S4011,"CCOC(=O)OC(C)OC1=C(N(C)S(=O)(=O)C2=C1C=CC=C2)C(=O)NC1=NC=CC=C1 |c:16,19,21,29,31,t:9,27|",L1300-09,h5
744,Desloratadine,S4012,"ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1 |c:3,5,16,21,23,t:1|",L1300-09,a6
745,Hyoscyamine (Daturine),S4014,"CN1C2CCC1C[C@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1 |r,c:19,21,t:17|",L1300-09,b6
746,Cyclamic  acid,S4015,OS(=O)(=O)NC1CCCCC1,L1300-09,c6
747,Ouabain,S4016,"O.O.O.O.O.O.O.O.[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O |r,t:30|",L1300-09,d6
748,Allylthiourea,S4017,NC(=S)NCC=C,L1300-09,e6
749,Avanafil,S4019,"COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1 |r,c:2,11,13,30,32,35,t:5,9,28|",L1300-09,f6
750,Sodium Picosulfate,S4020,"[Na+].[Na+].[O-]S(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS([O-])(=O)=O)C=C1)C1=CC=CC=N1 |c:7,9,22,27,29,t:5,13,15,25|",L1300-09,g6
751,Tolcapone,S4021,"CC1=CC=C(C=C1)C(=O)C1=CC(O)=C(O)C(=C1)[N+]([O-])=O |c:3,5,16,t:1,10,13|",L1300-09,h6
752,Probenecid (Benemid),S4022,"CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O |c:12,14,t:10|",L1300-09,a7
753, Procaine (Novocaine) HCl,S4023,"Cl.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1 |c:15,t:10,12|",L1300-09,b7
754,Homatropine Methylbromide,S4024,"[Br-].[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)[N+]2(C)C |r,c:17,19,t:15|",L1300-09,c7
755,Homatropine Bromide,S4025,"Br.[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C |r,c:17,19,t:15|",L1300-09,d7
756,Hydroxyzine 2HCl,S4026,"Cl.Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1 |c:16,18,26,t:14,21,23|",L1300-09,e7
757,Flavoxate HCl,S4027,"Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1 |c:6,8,28,30,t:1,4,26|",L1300-09,f7
758,Aclidinium Bromide,S4031,"[Br-].[H][C@]12CC[N+](CCCOC3=CC=CC=C3)(CC1)C[C@@H]2OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1 |r,c:11,13,29,35,t:9,27,33|",L1300-09,g7
759,Diphemanil methylsulfate,S4034,"COS([O-])(=O)=O.C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1 |c:17,19,24,26,t:15,22|",L1300-09,h7
760,Vitamin D2,S4035,[H][C@@]12CC[C@H]([C@H](C)\C=C\[C@H](C)C(C)C)[C@@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C |r|,L1300-09,a8
761,Doxapram HCl,S4037,"O.Cl.CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:20,22,27,29,t:18,25|",L1300-09,b8
762,Dibucaine HCL,S4038,"Cl.CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1 |c:19,21,24,t:5,17|",L1300-09,c8
763,Methazolamide,S4039,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O |c:2|,L1300-09,d8
764,norethindrone,S4040,"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H] |r,c:21|",L1300-09,e8
765,olsalazine sodium,S4041,"[Na+].[Na+].OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(O)C(=C1)C([O-])=O |c:3,5,18,t:1,13,15|",L1300-09,f8
766,nafcillin sodium monohydrate,S4042,"O.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=C1C=CC=C2)C(=O)O[Na] |r,c:16,21,23,26,28|",L1300-09,g8
767,tetrahydrozoline hydrochloride,S4043,"Cl.C1CN=C(N1)C1CCCC2=CC=CC=C12 |c:2,12,t:10,14|",L1300-09,h8
768,toltrazuril,S4044,"CN1C(=O)NC(=O)N(C1=O)C1=CC(C)=C(OC2=CC=C(SC(F)(F)F)C=C2)C=C1 |c:26,29,t:11,14,17,19|",L1300-09,a9
769,Pheniramine Maleate,S4045,"OC(=O)\C=C/C(O)=O.CN(C)CCC(C1=CC=CC=C1)C1=NC=CC=C1 |c:15,17,22,24,t:13,20|",L1300-09,b9
770,Estradiol Cypionate,S4046,"[H][C@@]12CC[C@H](OC(=O)CCC3CCCC3)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H] |r,c:28,t:23,25|",L1300-09,c9
771,Bisacodyl,S4047,"CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1 |c:6,8,20,25,27,t:4,12,14,23|",L1300-09,d9
772,Carbimazole,S4048,CCOC(=O)N1C=CN(C)C1=S |c:6|,L1300-09,e9
773,Bextra (valdecoxib),S4049,"CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O |c:3,9,11,16,18,t:1,7,14|",L1300-09,f9
774,valganciclovir hydrochloride,S4050,"Cl.CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2C1N=C(N)NC2=O |r,c:15,t:20|",L1300-09,g9
775,Nabumetone,S4051,"COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1 |c:13,16,t:2,4,6|",L1300-09,h9
776,Sertraline HCl,S4053,"Cl.CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=C1C=CC=C2 |r,c:12,15,18,20,t:6,8|",L1300-09,a10
777,Spironolactone,S4054,"[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)SC(C)=O |r,t:23|",L1300-09,b10
778,Retapamulin,S4056,[H][C@]12CC[C@]([H])(C[C@H](C1)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]34CCC(=O)[C@@]3([H])[C@@]1(C)[C@H](C)CC4)N2C |r|,L1300-09,c10
779,Methyclothiazide,S4057,"CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O |c:9,11,t:6|",L1300-09,d10
780,Ropivacaine HCl,S4058,"Cl.CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C |r,c:13,16,18|",L1300-09,e10
781,Sodium Nitroprusside,S4059,[Na+].[Na+].O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,L1300-09,f10
782,Erythromycin Ethylsuccinate,S4060,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C |r|,L1300-09,g10
783,Ronidazole,S4062,"CN1C(COC(N)=O)=NC=C1[N+]([O-])=O |c:7,9|",L1300-09,h10
784,Vitamin D3 (Cholecalciferol),S4063,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C |r|,L1300-09,a11
785,Escitalopram oxalate,S4064,"OC(=O)C(O)=O.CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1 |c:16,29,t:14,18,24,26|",L1300-09,b11
786,Guanabenz acetate,S4065,"CC(O)=O.NC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl |c:9,12,14|",L1300-09,c11
787,tinidazole,S4068,"CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O |c:9,11|",L1300-09,d11
788,Guanidine HCl,S4070,Cl.NC(N)=N,L1300-09,e11
789,Decamethonium bromide,S4072,[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,L1300-09,f11
790,Aminosalicylate sodium,S4073,"[Na+].NC1=CC(O)=C(C=C1)C([O-])=O |c:4,6,t:1|",L1300-09,g11
791,Sodium nitrite,S4074,[Na+].[O-]N=O,L1300-09,h11
792,Pyrithione zinc,S4075,"O1N2C=CC=CC2=[S][Zn]11ON2C=CC=CC2=[S]1 |c:2,4,7,13,15,18|",L1300-10,a1
793,Propranolol HCl,S4076,"Cl.CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12 |c:11,15,t:9,13,17|",L1300-10,b1
794,Mequinol,S4077,"COC1=CC=C(O)C=C1 |c:7,t:2,4|",L1300-10,c1
795,Mefenamic acid,S4078,"CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1 |c:1,8,10,15,17,t:6|",L1300-10,d1
796,Ticagrelor,S4079,"CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1 |r,c:8,36,38,t:4,6,30,33|",L1300-10,e1
797,triamterene,S4080,"NC1=NC2=C(N=C(C3=CC=CC=C3)C(N)=N2)C(N)=N1 |c:9,11,15,19,t:1,3,5,7|",L1300-10,f1
798,sulfacetamide sodium,S4081,"[Na+].CC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1 |c:12,t:7,9|",L1300-10,g1
799,Spiramycin,S4082,"CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@H]1O[C@@H](C)[C@H](O[C@@H]2C[C@](C)(O)[C@H](O)[C@@H](C)O2)[C@H]([C@@H]1O)N(C)C |r,t:12,14|",L1300-10,h1
800,Lomerizine HCl,S4084,"Cl.Cl.COC1=C(OC)C(OC)=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C=C1 |c:2,24,32,35,t:8,19,21,27,29|",L1300-10,a2
801,Levobetaxolol HCl,S4085,"Cl.CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1 |r,c:21,t:9,11|",L1300-10,b2
